# JPEG (using image magick)


# Berlin.ppm
"Berlin"
 18:   0.5399 bpp     26.5603 dB   ( R:  26.4798 dB   G:  26.9484 dB   B:  26.2797 dB )
 19:   0.5614 bpp     26.7202 dB   ( R:  26.6603 dB   G:  27.1065 dB   B:  26.4214 dB )
 20:   0.5828 bpp     26.8693 dB   ( R:  26.7954 dB   G:  27.2582 dB   B:  26.5816 dB )
 21:   0.6072 bpp     27.0364 dB   ( R:  26.9829 dB   G:  27.4238 dB   B:  26.7307 dB )
 22:   0.6288 bpp     27.1630 dB   ( R:  27.1045 dB   G:  27.5720 dB   B:  26.8435 dB )
 23:   0.6508 bpp     27.3062 dB   ( R:  27.2582 dB   G:  27.7223 dB   B:  26.9709 dB )
 24:   0.6726 bpp     27.4583 dB   ( R:  27.4104 dB   G:  27.8708 dB   B:  27.1260 dB )
 25:   0.6923 bpp     27.5730 dB   ( R:  27.5271 dB   G:  27.9909 dB   B:  27.2344 dB )
 26:   0.7151 bpp     27.6991 dB   ( R:  27.6636 dB   G:  28.1244 dB   B:  27.3445 dB )
 27:   0.7353 bpp     27.8162 dB   ( R:  27.7803 dB   G:  28.2520 dB   B:  27.4532 dB )
 28:   0.7542 bpp     27.9366 dB   ( R:  27.9103 dB   G:  28.3827 dB   B:  27.5563 dB )
 29:   0.7708 bpp     28.0319 dB   ( R:  28.0051 dB   G:  28.4829 dB   B:  27.6478 dB )
 30:   0.7912 bpp     28.1435 dB   ( R:  28.1188 dB   G:  28.6038 dB   B:  27.7500 dB )
 31:   0.8094 bpp     28.2513 dB   ( R:  28.2406 dB   G:  28.7103 dB   B:  27.8461 dB )
 32:   0.8276 bpp     28.3538 dB   ( R:  28.3450 dB   G:  28.8234 dB   B:  27.9381 dB )
 33:   0.8478 bpp     28.4546 dB   ( R:  28.4417 dB   G:  28.9313 dB   B:  28.0367 dB )
 34:   0.8606 bpp     28.5431 dB   ( R:  28.5386 dB   G:  29.0170 dB   B:  28.1199 dB )
 35:   0.8832 bpp     28.6437 dB   ( R:  28.6460 dB   G:  29.1318 dB   B:  28.2029 dB )
 36:   0.9024 bpp     28.7484 dB   ( R:  28.7503 dB   G:  29.2414 dB   B:  28.3039 dB )
 37:   0.9129 bpp     28.8117 dB   ( R:  28.8159 dB   G:  29.3072 dB   B:  28.3632 dB )
 38:   0.9356 bpp     28.9175 dB   ( R:  28.9339 dB   G:  29.4260 dB   B:  28.4476 dB )
 39:   0.9508 bpp     28.9913 dB   ( R:  29.0101 dB   G:  29.5039 dB   B:  28.5159 dB )
 40:   0.9597 bpp     29.0551 dB   ( R:  29.0740 dB   G:  29.5681 dB   B:  28.5795 dB )
 41:   0.9830 bpp     29.1704 dB   ( R:  29.1960 dB   G:  29.6952 dB   B:  28.6795 dB )
 42:   0.9948 bpp     29.2193 dB   ( R:  29.2505 dB   G:  29.7467 dB   B:  28.7213 dB )
 43:   1.0080 bpp     29.2979 dB   ( R:  29.3336 dB   G:  29.8357 dB   B:  28.7878 dB )
 44:   1.0293 bpp     29.3952 dB   ( R:  29.4358 dB   G:  29.9385 dB   B:  28.8764 dB )
 45:   1.0414 bpp     29.4472 dB   ( R:  29.4908 dB   G:  29.9998 dB   B:  28.9186 dB )
 46:   1.0606 bpp     29.5465 dB   ( R:  29.5965 dB   G:  30.1040 dB   B:  29.0085 dB )
 47:   1.0697 bpp     29.6082 dB   ( R:  29.6614 dB   G:  30.1743 dB   B:  29.0606 dB )
 48:   1.0846 bpp     29.6583 dB   ( R:  29.7148 dB   G:  30.2317 dB   B:  29.1021 dB )
 49:   1.1059 bpp     29.7423 dB   ( R:  29.7938 dB   G:  30.3255 dB   B:  29.1830 dB )
 50:   1.1118 bpp     29.7933 dB   ( R:  29.8485 dB   G:  30.3840 dB   B:  29.2250 dB )
 51:   1.1182 bpp     29.8453 dB   ( R:  29.9049 dB   G:  30.4452 dB   B:  29.2662 dB )
 52:   1.1419 bpp     29.9400 dB   ( R:  30.0067 dB   G:  30.5405 dB   B:  29.3543 dB )
 53:   1.1599 bpp     29.9981 dB   ( R:  30.0691 dB   G:  30.6069 dB   B:  29.4024 dB )
 54:   1.1716 bpp     30.0716 dB   ( R:  30.1476 dB   G:  30.6904 dB   B:  29.4641 dB )
 55:   1.1875 bpp     30.1460 dB   ( R:  30.2307 dB   G:  30.7726 dB   B:  29.5253 dB )
 56:   1.2057 bpp     30.2262 dB   ( R:  30.3170 dB   G:  30.8641 dB   B:  29.5917 dB )
 57:   1.2272 bpp     30.3071 dB   ( R:  30.4000 dB   G:  30.9556 dB   B:  29.6629 dB )
 58:   1.2486 bpp     30.3897 dB   ( R:  30.4811 dB   G:  31.0513 dB   B:  29.7372 dB )
 59:   1.2628 bpp     30.4617 dB   ( R:  30.5564 dB   G:  31.1356 dB   B:  29.7974 dB )
 60:   1.2792 bpp     30.5473 dB   ( R:  30.6463 dB   G:  31.2315 dB   B:  29.8718 dB )
 61:   1.3053 bpp     30.6438 dB   ( R:  30.7480 dB   G:  31.3450 dB   B:  29.9516 dB )
 62:   1.3220 bpp     30.7261 dB   ( R:  30.8353 dB   G:  31.4411 dB   B:  30.0197 dB )
 63:   1.3484 bpp     30.8274 dB   ( R:  30.9433 dB   G:  31.5582 dB   B:  30.1042 dB )
 64:   1.3659 bpp     30.9183 dB   ( R:  31.0424 dB   G:  31.6537 dB   B:  30.1852 dB )
 65:   1.3928 bpp     31.0181 dB   ( R:  31.1476 dB   G:  31.7708 dB   B:  30.2682 dB )
 66:   1.4157 bpp     31.1281 dB   ( R:  31.2645 dB   G:  31.8988 dB   B:  30.3597 dB )
 67:   1.4387 bpp     31.2403 dB   ( R:  31.3835 dB   G:  32.0265 dB   B:  30.4557 dB )
 68:   1.4699 bpp     31.3476 dB   ( R:  31.4975 dB   G:  32.1538 dB   B:  30.5437 dB )
 69:   1.4964 bpp     31.4591 dB   ( R:  31.6141 dB   G:  32.2821 dB   B:  30.6395 dB )
 70:   1.5307 bpp     31.5953 dB   ( R:  31.7526 dB   G:  32.4409 dB   B:  30.7586 dB )
 71:   1.5634 bpp     31.7297 dB   ( R:  31.8971 dB   G:  32.5975 dB   B:  30.8699 dB )
 72:   1.5883 bpp     31.8440 dB   ( R:  32.0191 dB   G:  32.7346 dB   B:  30.9630 dB )
 73:   1.6255 bpp     31.9746 dB   ( R:  32.1643 dB   G:  32.8826 dB   B:  31.0705 dB )
 74:   1.6743 bpp     32.1380 dB   ( R:  32.3392 dB   G:  33.0763 dB   B:  31.2053 dB )
 75:   1.6899 bpp     32.2399 dB   ( R:  32.4506 dB   G:  33.2038 dB   B:  31.2834 dB )
 76:   1.7354 bpp     32.4201 dB   ( R:  32.6426 dB   G:  33.4216 dB   B:  31.4305 dB )
 77:   1.7944 bpp     32.6093 dB   ( R:  32.8418 dB   G:  33.6495 dB   B:  31.5879 dB )
 78:   1.8431 bpp     32.7614 dB   ( R:  33.0040 dB   G:  33.8387 dB   B:  31.7098 dB )
 79:   1.8810 bpp     32.9175 dB   ( R:  33.1730 dB   G:  34.0339 dB   B:  31.8325 dB )
 80:   1.9367 bpp     33.1188 dB   ( R:  33.3882 dB   G:  34.2791 dB   B:  31.9974 dB )
 81:   2.0010 bpp     33.3325 dB   ( R:  33.6187 dB   G:  34.5468 dB   B:  32.1674 dB )
 82:   2.0598 bpp     33.5359 dB   ( R:  33.8365 dB   G:  34.8036 dB   B:  32.3301 dB )
 83:   2.1372 bpp     33.7492 dB   ( R:  34.0641 dB   G:  35.0777 dB   B:  32.4994 dB )
 84:   2.2061 bpp     33.9806 dB   ( R:  34.3150 dB   G:  35.3781 dB   B:  32.6798 dB )
 85:   2.2751 bpp     34.2357 dB   ( R:  34.5897 dB   G:  35.7013 dB   B:  32.8853 dB )
 86:   2.3789 bpp     34.5159 dB   ( R:  34.8904 dB   G:  36.0747 dB   B:  33.1038 dB )
 87:   2.4552 bpp     34.7904 dB   ( R:  35.1796 dB   G:  36.4334 dB   B:  33.3268 dB )
